lyrics,artist_all,artist_base,rank,song,year,artist_featured,song_clean,artist_clean,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,time_signature,valence,duration_min,num_words,words_per_sec,num_uniq_words,decade,uniq_ratio,Sexual,Violence,Substance,Language,Sexual_words,Violence_words,Substance_words,Language_words,Explicit_by_def
eardrummers mike will made it yah t r u chainz i am smokin on that gas life should be on cinemax movie bought my boo bigger tit and a bigger ass who he s not i i smoke strong that popeye louie v s in my archive black diamond apartheid bread up and my top down on the block with a block out hit your ass with that bla kow dope enough to go in yo nostril i take your girl and kidnap her feed her to my mattress a skeleton in my closet it probably one of these dead ass rapper it probably one of these pussy ass nigga dont try me ill pull that trigger got your car note in my cup and your rent in my swisher that pussy so good i miss ya head game so vicious and all i get is cheese like i m takin picture yeah i say fuck you le i m with ya if i take you out of the picture i know real nigga wont miss ya no lie no lie no lie ee i ee i no lie no lie no lie ee i ee i real nigga say word you aint never told no lie you aint never told no lie real nigga say word you aint never told no lie you aint never told no lie real nigga say true you aint never told no lie you aint never told no lie thats a thing i don t do nah i just do it for the nigga that are tryna see a million fore they die whattup chainz and champagne you want true that s true enough forbes list like every year my office is my tour bus she came through she brought food she got fucked she knew whassup she think i m the realest out and i say damn that make two of u aww that look like what s her name chance are it s whats her name chance are if she wa acting up then i fucked her once and never fucked again she could have a grammy i still treat her ass like a nominee just need to know what that pussy like so one time is fine with me young a an intern but money like i built the shit street talkin theyll confirm go ask them who just killed the shit stay keepin my cup full so i m extra charged like a state tax me and chainz go way back we don t talk shit we just state fact yes lord yeah i say fuck you le i m with ya if i take you out of the picture i know real nigga wont miss ya no lie no lie no lie ee i ee i no lie no lie no lie ee i ee i real nigga say word you aint never told no lie you aint never told no lie real nigga say word you aint never told no lie you aint never told no lie real nigga say true you aint never told no lie you aint never told no lie thats a thing i don t do nah i just do it for the nigga that are tryna see a million fore they die whattup name a nigga that want some i ll out rap his ass out trap his ass put his ass in a plastic bag with his trashy ass take him out bring em in them whole thing pac without a nose ring thug life one wife a mistress and a girlfriend i did what they say i wouldn t went where they say i couldn t ysl belt buckle y all nigga sure is lookin y all nigga sure is lucky two chain on my rugby left hand on that steering wheel right hand on that pussy yeah i say fuck you le i m with ya if i take you out of the picture i know real nigga wont miss ya no lie no lie no lie ee i ee i no lie no lie no lie ee i ee i real nigga say word you aint never told no lie you aint never told no lie real nigga say word you aint never told no lie you aint never told no lie real nigga say true you aint never told no lie you aint never told no lie thats a thing i don t do nah i just do it for the nigga that are tryna see a million fore they die whattup word word t r u,2 chainz  featuring  drake,2 chainz,54,no lie,2012,drake,no lie,2 chainz,0.0217,0.641,0.671,1,0,2,0.417,-5.95,1,57,2012/1/1,0.178,130.927,4,0.589,3.98645,771,3.223419333,253,2010,3.04743083,T,F,F,T,"ass, tit",,,"nigga, fuck, shit, damn, nigga, ass",T
dream thats where i have to go to see your beautiful face anymore i stare at a picture of you and listen to the radio hope hope there a conversation we both admit we had it good but until then it alienation i know that much is understood and i realize if you ask me how im doing i would say im doing just fine i would lie and say that youre not on my mind but i go out and i sit down at a table set for two and finally im forced to face the truth no matter what i say im not over you damn damn girl you do it well and i thought you were innocent took this heart and put it through hell but still youre magnificent i im a boomerang doesnt matter how you throw me i turn around and im back in the game even better than the old me but im not even close without you if you ask me how im doing i would say im doing just fine i would lie and say that youre not on my mind but i go out and i sit down at a table set for two and finally im forced to face the truth no matter what i say im not over you and if i had the chance to renew you know there isnt a thing i wouldnt do i could get back on the right track but only if youd be convinced so until then if you ask me how im doing i would say im doing just fine i would lie and say that youre not on my mind but i go out and i sit down at a table set for two and finally im forced to face the truth no matter what i say im not over you not over you not over you not over you,gavin degraw,gavin degraw,60,not over you,2012,,not over you,gavin degraw,0.255,0.63,0.894,0,0,10,0.181,-4.592,1,68,2011/9/16,0.0544,142.051,4,0.364,3.642,319,1.459820611,116,2010,2.75,F,F,F,T,,,,damn,T
straight up now tell me do you really wanna love me forever or is it just a hit and run aye weve got a good thing don t know if i ma see you again but is that a good thing cause girl i can t be your man no maam i know whats on your brain you probably hoped it never would end like is it the real thing or is it just a one night stand well then let me see you get high then go low now girl wont you drop that thing down to the floor i m here for one night how far will you go i wanna see you high then go low now girl wont you drop that thing down to the floor i m here for one night how far will you go i wanna see you she like them boy with the big ol chain ridin around town in a big ol range i knew her when i rocked big ol jean now the little nigga doin big ol thangs would you look at that i came back for her just to give it to ya like you asked for it man that thing in them jean too fat for her rebound so i caught her off the backboard i told her baby girl come here know i run the town even when i aint from there and i brag hardly but just to show up at this party i made what yo nigga make in one year thats unfair but so is life take a chance roll the dice money can t buy you love cause it s overpriced don t overthink just hope it right i m only here for the night aye weve got a good thing don t know if i ma see you again but is that a good thing cause girl i can t be your man no maam i know whats on your brain you probably hoped it never would end like is it the real thing or is it just a one night stand well then let me see you get high then go low now girl wont you drop that thing down to the floor i m here for one night how far will you go i wanna see you high then go low now girl wont you drop that thing down to the floor i m here for one night how far will you go i wanna see you carolina blue kick fresh on the scene hottest nigga on the block damn girl youre mean they be startin shit but it s yo world on my martin shit you go girl she bad and she know it some nigga save hoe i m not that heroic could you be my escort cause just like them two door ford damn they don t make em like you no more cole world real cole world them boy cool me i m on fire know whats on my mind tryna see whats on yours tonight tonight tonight move slow cause you wanna live fast up late so youll probably skip class life is a test so before the night pas get right get right aye weve got a good thing don t know if i ma see you again but is that a good thing cause girl i can t be your man no maam i know whats on your brain you probably hoped it never would end like is it the real thing or is it just a one night stand well then straight up now tell me do you really wanna love me forever or is it just a hit and run straight up i tell ya i just really wanna cut when we together come here girl let get it on straight up now tell me do you really wanna love me forever or is it just a hit and run straight up i tell ya i just really wanna cut when we together come here girl let get it on,j. cole,j. cole,63,work out,2012,,work out,j cole,0.0531,0.831,0.427,1,0,2,0.316,-6.903,1,76,2011/9/23,0.106,93.004,4,0.216,3.912883333,680,2.896414835,194,2010,3.505154639,T,F,F,T,one night stand,,,"nigga, shit, damn, nigga",T
going nowhere fast weve reached the climax were together now were undone wont commit so we choose to run away do we separate dont wanna give in so we both gave up cant take it back it too late weve reached the climax climax ive fallen somehow foot off the ground love is the cloud that keep raining down where are you now when i need you around im on my knee but it seems were going nowhere fast weve reached the climax were together now were undone wont commit so we choose to run away do we separate dont wanna give in so we both gave up cant take it back it too late weve reached the climax climax i gave my best it wasnt enough you get upset we argue too much we made a mess of what used to be love so why do i care i care at all at all at all at all going nowhere fast weve reached the climax were together now were undone wont commit so we choose to run away do we separate dont wanna give in so we both gave up cant take it back it too late weve reached the climax climax you say it better if we love each other separately i just need you one more time i cant get what we had out my mind where are you now when i need you around im on my knee but it seems were going nowhere fast weve reached the climax were together now were undone wont commit so we choose to run away do we separate dont wanna give in so we both gave up cant take it back it too late weve reached the climax climax,usher,usher,72,climax,2012,,climax,usher,0.547,0.647,0.478,0,2.69E-05,8,0.156,-8.837,1,63,2012/6/8,0.0782,135.877,4,0.333,3.881783333,290,1.245132177,92,2010,3.152173913,T,F,F,F,climax,,,,T
oh oh oh come fill my glass up a little more we bout to get up and burn this floor you know we getting hotter and hotter sexy and hotter let shut it down yo what i gotta do to show these girl that i own them some call me nicki and some call me roman skeeza pleeza im in ibiza giuseppe zanotti my own sneaker sexy sexy that s all i do if you need a bad bitch let me call a few pump on and the little mini skirt is out i see some good girl imma turn em out ok bottle sip bottle guzzle im a bad bitch no muzzle hey bottle sip bottle guzzle im a bad bitch no muzzle let go music make me high oh oh oh come fill my glass up a little more we bout to get up and burn this floor you know we getting hotter and hotter sexy and hotter let shut it down pound the alarm pound the alarm i wanna do it for the night night so get me now and knock this over i wanna do it like you like like come get me baby were not getting younger i just want you tonight night baby we wont do it for life music make me high oh oh oh come fill my glass up a little more we bout to get up and burn this floor you know we getting hotter and hotter sexy and hotter let shut it down pound the alarm pound the alarm pound the alarm pound the alarm pound the alarm pound the alarm oh oh oh come fill my glass up a little more we bout to get up and burn this floor you know we getting hotter and hotter sexy and hotter let shut it down pound the alarm pound the alarm pound the alarm,nicki minaj,nicki minaj,75,pound the alarm,2012,,pound the alarm,nicki minaj,0.0413,0.733,0.86,1,2.56E-06,1,0.0317,-3.629,0,56,2011/1/1,0.0669,125.053,4,0.651,3.427333333,314,1.526940284,100,2010,3.14,T,F,F,T,sexy,,,bitch,T
woop turn the light on oh woah oh woah we share something so common but still so rare and i m in awe never been here before so high we re still climbing even here inside these wall breaking each others heart and we don t care cause we re so in too deep can t think about giving it up but i never knew love would feel like a heart attack it s killing me swear i never cried so much cause i never knew love would hurt this fucking bad the worst pain that i ever had oh woah never knew love oh woah would hurt this fucking bad the worst pain that i ever had all the time when i know i should be smiling seem to be the time that i frown the most cant believe that were still surviving cause im slowly breaking down even when i hold you close and if i lose you im afraid i would lose who who i gave my love to thats the reason i stay around even though i fell way in too deep can t think about giving it up but i never knew love would feel like a heart attack it s killing me swear i never cried so much cause i never knew love would hurt this fucking bad the worst pain that i ever had oh woah never knew love oh woah would hurt this fucking bad the worst pain that i ever had and it hurt cause i wanna leave and you wanna leave but the love keep u together and if i lose you im afraid i would lose who who i gave my love to thats the reason i stay around even though i fell way in too deep can t think about giving it up but i never knew love would feel like a heart attack it s killing me swear i never cried so much cause i never knew love would hurt this fucking bad the worst pain that i ever had oh woah never knew love oh woah would hurt this fucking bad the worst pain that i ever had,trey songz,trey songz,77,heart attack,2012,,heart attack,trey songz,0.0683,0.607,0.854,0,0,8,0.2,-4.867,0,54,2012/3/26,0.166,149.872,4,0.507,3.919316667,362,1.539383991,111,2010,3.261261261,F,T,F,F,,attack,,,T
i done came down hold up grip the grain roll up and your girlfriend want a nigga like me cause i aint tryin to control her she call me when she want a change black diamond my pinky ring and she know you weak and we aint the same you hit the scene i make the scene im in her head like maybelline h town so im made for lean im in her soul i make her scream i dont ride the toll dont pay the change im ez tag like peter pan she want a man dont need a man im flying down your boulevard she cookin dinner with your pan draped up dripped out your bitch know what im taking bout pull up pull out we get it poppin in the parking lot she like to do it with the light on dont matter to me if it dark or not im gd up east up fossil pant im hard a rock girl i know how much you really want somebody want somebody that dont really need you girl i know how much you really want somebody want somebody that aint trying to keep you heard what i said that could put you to bed that aint tryin to love you baby just fuck you instead and dont tell em nothing baby you know that im comin baby just hit up my phone whenever you need you some company got this drank in my cup oh yeah i got this drank in my cup i got this drank in my cup cup cup i done came down came up slow pitch change up same hood same style same drink same cup she call me when she wanna fuck i never call she know whats up same page same book different song same hook everytime her nigga trippin she on the phone with the same crook and everytime i pull up she hit me with that same look lip bitin hip right she left her man for that get right im in the middle like midnight only if you got that sit tight only if you got that wine fine only if you got that sip type only if you got that mind bomb only if you got that zip tight eat that shit like wonton jokin baby im pimp tight im used to bein that one and done but girl you got that g get right girl i know how much you really want somebody want somebody that dont really need you girl i know how much you really want somebody want somebody that aint trying to keep you heard what i said that could put you to bed that aint tryin to love you baby just fuck you instead and dont tell em nothing baby you know that im comin baby got this drank in my cup oh yeah i got this drank in my cup i got this drank in my cup cup cup h town oh yeah i got this drank in my cup i got this drank in my cup i came down hold up hold up i said hold up hold up i done came down like hold up hold up hold up fuck chea,kirko bangz,kirko bangz,78,drank in my cup,2012,,drank in my cup,kirko bangz,0.0114,0.451,0.632,1,0,8,0.198,-7.98,0,62,2011/9/16,0.297,132.89,4,0.234,3.869333333,542,2.33459683,178,2010,3.04494382,F,F,T,T,,,wine,"nigga, fuck, shit, bitch, nigga",T
come and put cha name on it put cha name on it come and put cha name on it ya name dont chu wanna put ya name on it put cha name on it come and put cha name on it bay bay bay bay ugh it not even my birthday but he wanna to lick the icing off i know you want it in the worst way cant wait to blow my candle out he want that cake cake cake cake cake cake cake cake cake cake cake cake cake cake cake oh baby i like it it so exciting dont try to hide it im a make you my bitch cake cake cake cake cake cake cake cake cake cake cake cake cake cake cake i know you want to bite this it so enticing nothing else like this im a make you my bitch and it not even my birthday but you wanna put your name on it and it not even my birthday and he tryna put his name on it oh i wanna fuck you right now just get up on my body ill do anything,rihanna  featuring  chris brown,rihanna,79,birthday cake,2012,chris brown,birthday cake,rihanna,0.357,0.702,0.811,1,1.97E-05,3,0.368,-6.419,1,58,2011/11/19,0.0577,80.005,4,0.326,1.303333333,191,2.442455243,69,2010,2.768115942,F,F,F,T,,,,"fuck, bitch",T
drinking a german beer with a cuban cigar in the middle of paris with a dominican broad great head on her shoulder she probably studied abroad she transferred to harvard from king college in march she say that im her favorite cause she admires the art of michelangelo with the flow picasso with the bar shes well put together like a piece by gershwin renaissance style tonight is picture perfect so smile and pack your bag real good baby cause youll be gone for a while girl tell me how you feel what your fantasy oh i see u on a beach down in mexico you can put your foot up be my se orita we aint gotta rush just take it slow youll be in the high life soaking up the sunlight anything you want is yours ill have you living life like you should you say you never had it so good la la la la la la la la la you never had it so good la la la la la la la la la you never had it so good suffering from first class cabin fever five hour layover from norway to egypt im to the point like the pyramid of giza still im to the left like the tower out in pisa im feeling single baby i could use a feature swagger like caesar ill get you a visa we can go to italy and maybe see the colosseum ill be da vinci if youll be my mona lisa now smile and pack your bag real good baby cause youll be gone for a while girl tell me how you feel what your fantasy oh i see u on a beach down in mexico you can put your foot up be my se orita we aint gotta rush just take it slow youll be in the high life soaking up the sunlight anything you want is yours ill have you living life like you should you say you never had it so good la la la la la la la la la la you never had it so good la la la la la la la la la la you never had it so good la la la la la la la la la la well i been feeling singular how about let make it plural spin the globe whatever it land thats where well go well hit up europe yep and spend some euro and maybe visit berlin the wall with the mural this is your month baby sign of the virgo private reservation glass full of merlot a ro a burgundy traveling like turbo brush up on your espa ol we re barcelona bound smile and pack your bag real good baby cause youll be gone for a while girl tell me how you feel what your fantasy oh i see u on a beach down in mexico you can put your foot up be my se orita we aint gotta rush just take it slow youll be in the high life soaking up the sunlight anything you want is yours ill have you living life like you should you say you never had it so good la la la la la la la la la la you never had it so good la la la la la la la la la la you never had it so good la la la la la la la la la la you never had it so good la la la la la la la la la la you never had it so good,b.o.b,b.o.b,80,so good,2012,,so good,bob,0.0403,0.66,0.9,0,0,7,0.219,-5.02,1,64,2012/4/27,0.14,85.51,4,0.591,3.554216667,594,2.785423886,189,2010,3.142857143,F,F,T,F,,,"beer, cigar",,T
hey one two three now red solo cup is the best receptacle for barbecue tailgate fair and festival and you sir do not have a pair of testicle if you prefer drinking from glass hey red solo cup is cheap and disposable and in year they are decomposable and unlike my home they are not foreclosable freddy mac can kiss my ass whoo red solo cup i fill you up let have a party let have a party i love you red solo cup i lift you up proceed to party proceed to party now i really love how youre easy to stack but i really hate how youre easy to crack cause when beer run down in front of my pack well that my friend is quite yucky but i have to admit that the lady get smitten admiring at how sharply my first name is written on you with a sharpie when i get to hitting on them to help me get lucky red solo cup i fill you up let have a party let have a party i love you red solo cup i lift you up proceed to party proceed to party now ive seen you in blue and ive seen you in yellow but only you red will do for this fellow cause you are the abbott to my costello and you are the fruit to my loom red solo cup youre more than just plastic youre more than amazing youre more than fantastic and believe me that i am not the least bit sarcastic when i look at you and say red solo cup youre not just a cup friend thank you for being my friend red solo cup i fill you up let have a party let have a party i love you red solo cup i lift you up proceed to party proceed to party red solo cup red solo cup let have a party let have a party oh red solo cup let have a party proceed to party yeah yeah,toby keith,toby keith,82,red solo cup,2012,,red solo cup,toby keith,0.244,0.567,0.557,0,0,4,0.192,-6.51,1,61,2011/1/1,0.0822,164.189,4,0.8,3.723116667,341,1.526498856,127,2010,2.68503937,T,F,F,T,ass,,beer,ass,T
turn up the music cause this song just came on turn up the music if they try to turn u down turn up the music can i hear it til the speaker blow turn up the music fill your cup and drink it down if you sexy and you know it put your hand up in the air put your hand up in the air girl put your hand up if you sexy and you know it put your hand up in the air put your hand up in the air girl put your hand up and turn up the music just turn it up louder turn up the music i need it in my life yeah turn up the music just turn it up louder turn up the music i need it in my life yeah turn up the music turn up the music turn up the music turn up the turn up the music cause the sun just came up turn up the music if they try to turn u down turn up the music cause im trying to hear the speaker blow turn up the music fill your cup and drink it down if you sexy and you know it put your hand up in the air put your hand up in the air girl put your hand up if you sexy and you know it put your hand up in the air put your hand up in the air girl put your hand up and turn up the music just turn it up louder turn up the music i need it in my life yeah turn up the music just turn it up louder turn up the music i need it in my life yeah yeah turn up the music save my life just dance with me all i wanna do is party so dj turn it up girl dance with me just dance with me girl can i see that i really wanna touch that baby can i beat that turn up the turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up and turn up the music just turn it up louder turn up the music i need it in my life yeah turn up the music just turn it up louder turn up the music i need it in my life yeah leggo can you turn it up baby can you turn it up baby turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up turn up the music,chris brown,chris brown,84,turn up the music,2012,,turn up the music,chris brown,0.000238,0.594,0.841,0,2.22E-06,1,0.156,-5.792,1,64,2012/6/29,0.102,129.925,4,0.643,3.79955,500,2.193242182,62,2010,8.064516129,T,F,F,F,sexy,,,,T
it o clock in the morning conversation got boring you said youd go into bed soon so i snuck off to your bedroom and i thought id just wait there until i heard you come up the stair and i pretended i wa sleeping and i wa hoping you would creep in it oclock in the morning and i want ya and you want me dont ya i can see it cause youve been waiting on me since i said that i wa hitting in the club sun be coming up on me and i know you be getting so horny cause you be sending me text like boy just get your ass up in that car and come get all of this love you aint got to remind me she already said if i dont come on time she might go crazy and shell be waiting on me naked with one of my chain on she might come and find me do i want her to go crazy we do this every night and yet we wake up singing the same song conversation got boring so i snuck off to your bedroom until i heard you come up the stair and i wa hoping you would creep in it o clock in the morning the conversation got boring you said youd go into bed soon so i snuck off to your bedroom and i thought id just wait there until i heard you come up the stair and i pretended i wa sleeping and i wa hoping you would creep in it oclock in the morning and you calling and these female got me stalling i can hear your voice in my head like what is he doing what is he doing cause i keep checking my cell phone and these missed call and you texting me like imma kill yall if you dont get your ass up out of that club and do you know what time it is ooh and my bad girl and this nuvo got me trippin and i know that you mad girl but you aint got to worry about nothing girl i got you girl i got you she might come and find me do i want her to go crazy we do this every night and then we always wake up singing the same song oh oh and you aint got nothing on but the t shirt that i left over your house the last time i came and put it on ya too many thirsty girl up in this club for me to leave here with one of them thats why i call her and youll be right at home waiting for me iphone plugged in the wall just waiting for me club closed at left around yeah so by the time im at your crib and you yawning but i ve been drinking all night and i feel like performing with you in the bedroom floor to the dresser dont want nothing le cause i m sure you re the best you re the one so i let you thats how you show me love and when we finish you like damn babe you woke me up i like you way you put it down like it for both of u the sun aint the only thing thats coming up,t-pain  featuring  wiz khalifa  and  lily allen,t-pain,86,5 o'clock,2012,wiz khalifa  and  lily allen,5 oclock,t pain,0.168,0.4,0.882,1,0,7,0.124,-1.958,0,59,2011/9/23,0.334,167.114,4,0.385,4.692216667,567,2.013973495,197,2010,2.878172589,T,F,F,T,ass,kill,,"damn, ass",T
you da one that i dream about all day you da one that i think about always you are the one so i make sure ill behave my love is your love your love is my love baby i love you i need you here with me all the time baby we meant to be you got me smiling all the time cause you know how to give me that you know how to pull me back when i go runnin runnin tryna get away from loving ya you know how to love me hard i wont lie im falling hard yep im falling for ya but there nothin wrong with that you da one that i dream about all day you da one that i think about always you are the one so i make sure ill behave my love is your love your love is my love you da one that i dream about all day you da one that i think about always you are the one so i make sure ill behave my love is your love your love is mine baby come take me now hold me now make me come alive you got the sweetest touch im so happy you came in my life cause you know how to give me that you know how to pull me back when i go runnin runnin tryna get away from loving ya you know how to love me hard i wont lie im falling hard yep im falling for ya but there nothin wrong with that you da one that i dream about all day you da one that i think about always you are the one so i make sure ill behave my love is your love your love is my love you da one that i dream about all day you da one that i think about always you are the one so i make sure ill behave my love is your love your love is mine and yes im kinda crazy thats what happens baby when you put it down you shouldnt give it to me good like that shouldnt hit it like that had me yellin like that didnt know you wouldve had me coming back you the one that im feeling you the one that im loving aint no other nigga like you no there just one one one one one one no baby just one one one one i bet you wanna know you da one that i dream about all day you da one that i think about always you are the one so i make sure ill behave my love is your love your love is my love you da one that i dream about all day you da one that i think about always you are the one so i make sure ill behave my love is your love your love is mine,rihanna,rihanna,89,you da one,2012,,you da one,rihanna,0.512,0.706,0.716,1,0.000106,8,0.118,-5.362,1,61,2011/11/19,0.043,127.044,4,0.827,3.33355,486,2.42984206,99,2010,4.909090909,F,F,F,T,,,,"nigga, nigga",T
cool o so riding round with that nina riding with a ho named keisha smoking on keisha my diamond talk for me they say hi can i meet you g how high in the sky ho i cant see you got a condo on my wrist girl im cashing out got a condo around my neck girl im cashing out o so im riding round with that nina my diamond talk for me they say hi can i meet you i got versace all on my back these hoe all on my back plus these plug all on my back cause they know im moving that pack these louies all in my face four fifth stay up on my waist plus it aint on me for nothing so please dont make me catch a case cause bitch im bout it me walking round with no check on me psshh yeah i doubt it your girl aint finna leave with me psshh yeah i doubt it and im like what the hell they talking bout and if i got it i bought it cause boy you know im cashing out cool o so riding round with that nina riding with a ho named keisha smoking on keisha my diamond talk for me they say hi can i meet you g how high in the sky ho i cant see you got a condo on my wrist girl im cashing out got a condo around my neck girl im cashing out o so im riding round with that nina my diamond talk for me they say hi can i meet you okay i drop the top hop in hoe they coming by flock in bird they coming by flock in pas them bird like stockton play with my money im popping no acting but it a movie got spinz on the beat so we aint losing dont act like your ho aint choosin i done blowed up yeah im the bomb riding round blowing on stank bomb pussy so good you should thank mom top floor suite chilling at the palm we want the whole loaf leave yall the crumb till then im running my check up and it fuck a bugatti im calling my jet up cool o so riding round with that nina riding with a ho named keisha smoking on keisha my diamond talk for me they say hi can i meet you g how high in the sky ho i cant see you got a condo on my wrist girl im cashing out got a condo around my neck girl im cashing out o so im riding round with that nina my diamond talk for me they say hi can i meet you it big pimping over here church time to cop the maybach already had the vert i got big money vision sammy sosa pigeon what that mean that mean they jumping out the kitchen and im on the money mission nobody can stop me just grab your camcorder press record and go on and watch me and you can skate on my ice just like you playing hockey and in the booth i beat the beat up call me rocky yeah im cocky cool o so riding round with that nina riding with a ho named keisha smoking on keisha my diamond talk for me they say hi can i meet you g how high in the sky ho i cant see you got a condo on my wrist girl im cashing out got a condo around my neck girl im cashing out o so im riding round with that nina my diamond talk for me they say hi can i meet you,cash out,cash out,92,cashin' out,2012,,cashin out,cash out,0.149,0.831,0.665,1,0,1,0.0636,-3.627,0,57,2012/3/26,0.0711,129.989,4,0.663,3.979333333,625,2.617691406,178,2010,3.511235955,F,F,F,T,,,,"fuck, bitch",T
girl i know i don t know you but your pretty little eye so blue are pulling me in like the moon on your skin i m so glad you trusted me to slide up on this dusty seat and let your hair down get out of town got the star coming out over my hood and all i know now is it going good you got your hand up you re rocking in my truck you got the radio on you re singing every song i m set on cruise control i m slowly losing hold of everything i got you re looking so damn hot and i don t know what road we re on or where we ve been from staring at you girl all i know is i don t want this night to end going to cuss the morning when it come cause i know that the rising sun ain t no good for me cause you ll have to leave going to make the most of every mile do anything to make your smile land on my lip get drunk on your kiss clock on the dash say there s plenty of gas and the night s still alive you got your hand up you re rocking in my truck you got the radio on you re singing every song i m set on cruise control i m slowly losing hold of everything i got you re looking so damn hot and i don t know what road we re on or where we ve been from staring at you girl all i know is i don t want this night to end you got your hand up you re rocking in my truck you got the radio on you re singing every song i m set on cruise control i m slowly losing hold of everything i got you re looking so damn hot and i don t know what road we re on or where we ve been from staring at you girl all i know is i don t want this night to end i don t want this night to end no i don t want this night to end,luke bryan,luke bryan,93,i don't want this night to end,2012,,i dont want this night to end,luke bryan,0.0275,0.616,0.728,0,0,9,0.228,-4.02,0,66,2011/8/5,0.0278,111.934,4,0.375,3.666216667,372,1.691116637,118,2010,3.152542373,F,F,F,T,,,,damn,T
shine bright like a diamond shine bright like a diamond find light in the beautiful sea i choose to be happy you and i you and i were like diamond in the sky youre a shooting star i see a vision of ecstasy when you hold me im alive were like diamond in the sky i knew that wed become one right away oh right away at first sight i felt the energy of sun ray i saw the life inside your eye so shine bright tonight you and i were beautiful like diamond in the sky eye to eye so alive were beautiful like diamond in the sky shine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamond in the sky shine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamond in the sky palm rise to the uni a we moonshine and molly feel the warmth well never die were like diamond in the sky youre a shooting star i see a vision of ecstasy when you hold me im alive were like diamond in the sky at first sight i felt the energy of sun ray i saw the life inside your eye so shine bright tonight you and i were beautiful like diamond in the sky eye to eye so alive were beautiful like diamond in the sky shine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamond in the sky shine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamond in the sky shine bright like a diamond shine bright like a diamond shine bright like a diamond so shine bright tonight you and i were beautiful like diamond in the sky eye to eye so alive were beautiful like diamond in the sky shine bright like a diamond shine bright like a diamond shine bright like a diamond oh oh yeah shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond,rihanna,rihanna,94,diamonds,2012,,diamonds,rihanna,0.00118,0.555,0.709,0,0,11,0.113,-4.928,0,67,2012/12/11,0.0452,91.982,4,0.387,3.75245,363,1.612279977,70,2010,5.185714286,F,F,T,F,,,ecstasy,,T
a couple of guy in first class on a flight from new york to los angeles kinda making small talk killing time flirting with the flight attendant thirty thousand foot above could be oklahoma just a bunch of square cornfield and wheat farm man it all look the same mile and mile of back road and highway connecting little town with funny name whod want to live down there in the middle of nowhere theyve never drove through indiana met the men who plowed that earth planted that seed busted his ass for you and me or caught a harvest moon in kansa theyd understand why god made those flyover state i bet that mile long santa fe freight train engineer seen it all just like that flatbed cowboy stacking u steel on a day haul road and rail under their foot yeah that sound like a first class seat on the plain of oklahoma with a windshield sunset in your eye like a water colored painted sky youll think heaven door have opened youll understand why god made those flyover state take a ride across the badlands feel that freedom on your face breathe in all that open space and meet a girl from amarillo youll understand why god made you might even wanna plant your stake in those flyover state have you ever been through indiana on the plain of oklahoma take a ride,jason aldean,jason aldean,98,fly over states,2012,,fly over states,jason aldean,0.069,0.487,0.736,0,0,7,0.114,-3.269,1,61,2010/11/2,0.0326,81.587,4,0.184,3.636666667,237,1.086159487,152,2010,1.559210526,T,F,F,T,ass,,,ass,T
burning paper into ash what a season how they fly high from the ground up there is yet another fountain flowing over a the night fall keep dreaming away if you hold on to that past dont you lock yourself inside nothing ha been done before it s the most virgin dress you could possibly wear mess it up time is up hold your memory for a moment with a blind hand write some story for tomorrow from the bottle of amnesia find instruction to salvation to oblivion supreme don t be tempted to look back it ha all happened before someday miraculous spread will forgive every cowardly thing that you ve done that i ve done dust it off,macklemore  and  ryan lewis  featuring  wanz,macklemore,1,thrift shop,2013,wanz,thrift shop,macklemore,0.0619,0.781,0.526,1,0,6,0.0457,-6.985,0,74,2012/10/10,0.293,94.992,4,0.662,3.926883333,120,0.509309758,93,2010,1.290322581,T,F,F,T,virgin,,,virgin,T
